responseid,gender,age,location,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
1079,1,46,10,9,262,1,29,3,3,5,2,,,2:15,2:45,3:15,,,1,22114,8.7,It was very clear and easy.
1079,1,46,10,10,262,1,25,4,5,1,2,3,,2:30,4:00,3:24,3:15,,1,10798,8.7,It was very clear and easy.
1079,1,46,10,11,262,1,32,2,5,2,,,,10,35,,,,1,25151,8.7,It was very clear and easy.
1079,1,46,10,12,262,1,16,3,2,4,1,,,"Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,1,29928,8.7,It was very clear and easy.
1079,1,46,10,13,262,1,18,4,1,3,5,4,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,,4,14218,8.7,It was very clear and easy.
1079,1,46,10,14,262,1,10,5,3,5,2,4,1,"Classic Hits (Rock and pop, roughly 1964-1989)","Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",Country Music,News,1,25766,8.7,It was very clear and easy.
1079,1,46,10,15,262,1,28,2,5,1,,,,"4.8/5 stars, $406 per night","3.6/5 stars, $215 per night",,,,1,13177,8.7,It was very clear and easy.
1079,1,46,10,16,262,1,22,3,1,2,3,,,$9.00,$13.00,$15.00,,,2,20057,8.7,It was very clear and easy.
1079,1,46,10,17,262,1,21,2,3,4,,,,China,Brazil,,,,1,11563,8.7,It was very clear and easy.
1079,1,46,10,18,262,1,19,2,3,2,,,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,,,,2,8797,8.7,It was very clear and easy.
1079,1,46,10,19,262,1,26,4,2,4,3,5,,$245 credited to your bank account in six months,$315 credited to your bank account in two years,$255 credited to your bank account in one year,$465 credited to your bank account in four years,,1,15067,8.7,It was very clear and easy.
1079,1,46,10,20,262,1,3,3,3,1,4,,,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,1,37433,8.7,It was very clear and easy.
1079,1,46,10,21,262,1,27,2,1,2,,,,"1GB data per month, $35 per month","2GB data per month, $45 per month",,,,1,22631,8.7,It was very clear and easy.
1079,1,46,10,22,262,1,8,3,3,4,1,,,Black and blue,Blue and red,Black and red,,,3,7573,8.7,It was very clear and easy.
1079,1,46,10,23,262,1,4,2,3,4,,,,Tom Hanks and Brad Pitt,Scarlett Johansson and Angelina Jolie,,,,2,10630,8.7,It was very clear and easy.
1079,1,46,10,24,262,1,12,2,5,4,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,,2,9573,8.7,It was very clear and easy.
1079,1,46,10,25,262,1,13,4,5,3,1,4,,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,,3,8224,8.7,It was very clear and easy.
1079,1,46,10,26,262,1,7,2,2,5,,,,Purple,Green,,,,2,7735,8.7,It was very clear and easy.
1079,1,46,10,27,262,1,6,5,3,5,2,4,1,Apple,Pineapple,Orange,Grapefruit,Mango,2,8276,8.7,It was very clear and easy.
1079,1,46,10,28,262,1,15,4,4,2,3,5,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,4,11177,8.7,It was very clear and easy.
1079,1,46,10,29,262,1,23,2,3,4,,,,70,55,,,,1,23719,8.7,It was very clear and easy.
1079,1,46,10,30,262,1,31,3,1,4,5,,,18.71,12.35,13.46,,,3,25328,8.7,It was very clear and easy.
1079,1,46,10,31,262,1,17,3,5,1,3,,,"Seattle, United States","Warsaw, Poland","Vancouver, Canada",,,2,14422,8.7,It was very clear and easy.
1079,1,46,10,32,262,1,9,2,4,1,,,,Scotland and Quebec become independent countries,Scotland becomes an independent country,,,,2,22625,8.7,It was very clear and easy.
1081,1,45,10,1,923,1,21,2,4,1,,,,Brazil,Canada,,,,2,12172,30.4167,
1081,1,45,10,2,923,1,4,3,1,2,3,,,Tom Hanks and Scarlett Johansson,Scarlett Johansson and Brad Pitt,Tom Hanks and Brad Pitt,,,2,23908,30.4167,
1081,1,45,10,3,923,1,9,2,4,3,,,,Scotland and Quebec become independent countries,Catalonia becomes an independent country,,,,2,26032,30.4167,
1081,1,45,10,4,923,1,11,3,3,5,2,,,Michael Jackson,Elton John,Elvis Presley,,,1,12297,30.4167,
1081,1,45,10,5,923,1,20,2,4,5,,,,Nigeria,Bangladesh,,,,2,8923,30.4167,
1081,1,45,10,6,923,1,28,3,5,2,3,,,"4.8/5 stars, $406 per night","3.9/5 stars, $263 per night","4.2/5 stars, $311 per night",,,2,36345,30.4167,
1081,1,45,10,7,923,1,16,2,4,1,,,,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,,2,25485,30.4167,
1081,1,45,10,8,923,1,22,3,5,3,1,,,$15.00,$15.00,$9.00,,,1,79642,30.4167,
1081,1,45,10,9,923,1,17,3,5,2,1,,,"Seattle, United States","London, United Kingdom","Warsaw, Poland",,,2,51688,30.4167,
1081,1,45,10,10,923,1,10,2,5,4,,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",Country Music,,,,1,165170,30.4167,
1081,1,45,10,11,923,1,26,2,3,2,,,,$255 credited to your bank account in one year,$245 credited to your bank account in six months,,,,1,48625,30.4167,
1081,1,45,10,12,923,1,12,3,5,2,1,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,,2,23881,30.4167,
1081,1,45,10,13,923,1,6,2,2,4,,,,Orange,Grapefruit,,,,1,22438,30.4167,
1081,1,45,10,14,923,1,24,2,3,5,,,,19,22,,,,1,28171,30.4167,
1081,1,45,10,15,923,1,31,2,2,1,,,,9.99,18.71,,,,2,96933,30.4167,
1081,1,45,10,16,923,1,8,3,2,3,4,,,Black and purple,Black and blue,Blue and red,,,3,13281,30.4167,
1081,1,45,10,17,923,1,14,4,3,1,2,5,,Where did Bill buy the car to drive?,Who did Bill buy the car to please?,This is a book which reading would be fun.,With which pen do you wonder what to write?,,4,71287,30.4167,
1081,1,45,10,18,923,1,19,2,1,5,,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,,,,2,61535,30.4167,
1081,1,45,10,19,923,1,23,4,2,5,4,1,,80,75,55,60,,1,488356,30.4167,
1081,1,45,10,20,923,1,25,2,4,1,,,,3:06,4:00,,,,2,34266,30.4167,
1081,1,45,10,21,923,1,13,3,2,5,4,,,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,,,2,16844,30.4167,
1081,1,45,10,22,923,1,3,5,5,1,3,4,2,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",4,81157,30.4167,
1081,1,45,10,23,923,1,2,2,1,2,,,,Meryl Streep,Jody Foster,,,,2,6563,30.4167,
1081,1,45,10,24,923,1,32,4,1,3,5,4,,90,35,10,10,,2,72940,30.4167,
1081,1,45,10,25,923,1,18,4,1,2,4,5,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,,1,62736,30.4167,
1081,1,45,10,26,923,1,29,4,1,4,5,2,,1:30,1:30,2:45,3:15,,4,44049,30.4167,
1081,1,45,10,27,923,1,7,3,1,2,5,,,Red,Purple,Green,,,1,5062,30.4167,
1081,1,45,10,28,923,1,1,2,3,2,,,,Morgan Freeman,Kevin Spacey,,,,1,42501,30.4167,
1081,1,45,10,29,923,1,30,3,3,5,4,,,Sony,Toshiba,Samsung,,,3,31673,30.4167,
1081,1,45,10,30,923,1,27,3,2,1,3,,,"2GB data per month, $45 per month","1GB data per month, $35 per month","4 GB data per month, $49 per month",,,3,70158,30.4167,
1081,1,45,10,31,923,1,15,2,3,4,,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,,2,14124,30.4167,
1081,1,45,10,32,923,1,5,3,1,3,2,,,"Mozzarella, tomato sauce, basil","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce",,,2,30891,30.4167,
1082,1,54,10,1,943,1,19,4,3,1,5,4,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,3,14078,10.0667,nothing
1082,1,54,10,2,943,1,8,4,2,4,3,5,,Black and purple,Blue and red,Black and blue,Blue and purple,,3,16234,10.0667,nothing
1082,1,54,10,3,943,1,24,3,2,4,1,,,22,7,34,,,1,21469,10.0667,nothing
1082,1,54,10,4,943,1,31,2,3,2,,,,13.72,9.99,,,,2,31407,10.0667,nothing
1082,1,54,10,5,943,1,15,3,4,5,2,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,,,2,12938,10.0667,nothing
1082,1,54,10,6,943,1,29,3,2,3,5,,,3:15,2:15,2:45,,,1,23703,10.0667,nothing
1082,1,54,10,7,943,1,12,2,4,5,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,,,,2,10597,10.0667,nothing
1082,1,54,10,8,943,1,9,3,3,2,5,,,Catalonia becomes an independent country,Either Catalonia or Quebec become independent countries,Either Scotland or Quebec become independent countries,,,1,15453,10.0667,nothing
1082,1,54,10,9,943,1,10,2,2,1,,,,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",News,,,,1,21375,10.0667,nothing
1082,1,54,10,10,943,1,3,5,4,3,1,2,5,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",1,60875,10.0667,nothing
1082,1,54,10,11,943,1,27,2,5,2,,,,"8GB data per month, $58 per month","2GB data per month, $45 per month",,,,1,8438,10.0667,nothing
1082,1,54,10,12,943,1,7,2,4,1,,,,Blue,Red,,,,1,6453,10.0667,nothing
1082,1,54,10,13,943,1,14,2,2,5,,,,This is a book which reading would be fun.,With which pen do you wonder what to write?,,,,1,20265,10.0667,nothing
1082,1,54,10,14,943,1,20,3,5,3,2,,,Bangladesh,Pakistan,Brazil,,,3,9203,10.0667,nothing
1082,1,54,10,15,943,1,17,2,4,1,,,,"Paris, France","Warsaw, Poland",,,,1,9703,10.0667,nothing
1082,1,54,10,16,943,1,13,2,1,5,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,,1,9859,10.0667,nothing
1082,1,54,10,17,943,1,25,2,4,5,,,,3:06,2:30,,,,1,31672,10.0667,nothing
1082,1,54,10,18,943,1,28,4,1,2,5,4,,"3.6/5 stars, $215 per night","3.9/5 stars, $263 per night","4.8/5 stars, $406 per night","4.4/5 stars, $358 per night",,3,19937,10.0667,nothing
1082,1,54,10,19,943,1,16,2,2,1,,,,"Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence",,,,2,36469,10.0667,nothing
1082,1,54,10,20,943,1,2,4,4,1,2,3,,Amy Adams,Meryl Streep,Jody Foster,Kathy Bates,,2,18047,10.0667,nothing
1082,1,54,10,21,943,1,1,5,2,4,3,1,5,Kevin Spacey,Leonardo DiCaprio,Morgan Freeman,Tom Hanks,Christian Bale,4,7875,10.0667,nothing
1082,1,54,10,22,943,1,30,3,5,1,2,,,Toshiba,Sharp,Insignia,,,1,16078,10.0667,nothing
1082,1,54,10,23,943,1,18,4,3,4,1,2,,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,2,12422,10.0667,nothing
1082,1,54,10,24,943,1,4,2,4,2,,,,Scarlett Johansson and Angelina Jolie,Scarlett Johansson and Brad Pitt,,,,1,13578,10.0667,nothing
1082,1,54,10,25,943,1,22,2,5,4,,,,$15.00,$14.00,,,,1,14547,10.0667,nothing
1082,1,54,10,26,943,1,23,4,4,1,2,5,,55,60,80,75,,4,28641,10.0667,nothing
1082,1,54,10,27,943,1,11,3,5,3,1,,,Elton John,Michael Jackson,The Beatles,,,3,9140,10.0667,nothing
1082,1,54,10,28,943,1,21,3,4,3,5,,,Brazil,China,Australia,,,2,19765,10.0667,nothing
1082,1,54,10,29,943,1,6,4,5,4,1,2,,Pineapple,Grapefruit,Mango,Orange,,4,8313,10.0667,nothing
1082,1,54,10,30,943,1,26,2,1,5,,,,$200 credited to your bank account immediately,$465 credited to your bank account in four years,,,,1,22953,10.0667,nothing
1082,1,54,10,31,943,1,5,3,2,4,3,,,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce",,,1,16643,10.0667,nothing
1082,1,54,10,32,943,1,32,2,3,1,,,,35,90,,,,1,26036,10.0667,nothing
1083,2,54,10,1,305,1,9,3,4,1,5,,,Scotland and Quebec become independent countries,Scotland becomes an independent country,Either Scotland or Quebec become independent countries,,,2,14000,4.4833,
1083,2,54,10,2,305,1,15,3,4,3,5,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,3,8560,4.4833,
1083,2,54,10,3,305,1,3,3,5,3,2,,,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.",,,3,17578,4.4833,
1083,2,54,10,4,305,1,28,3,3,1,4,,,"4.2/5 stars, $311 per night","3.6/5 stars, $215 per night","4.4/5 stars, $358 per night",,,2,7578,4.4833,
1083,2,54,10,5,305,1,2,3,1,4,2,,,Meryl Streep,Amy Adams,Jody Foster,,,1,4625,4.4833,
1083,2,54,10,6,305,1,25,3,2,4,5,,,3:24,3:06,2:30,,,2,8063,4.4833,
1083,2,54,10,7,305,1,10,4,2,3,5,1,,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)","Classic Hits (Rock and pop, roughly 1964-1989)","Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",News,,1,6437,4.4833,
1083,2,54,10,8,305,1,22,2,4,1,,,,$14.00,$9.00,,,,2,7594,4.4833,
1083,2,54,10,9,305,1,4,3,1,3,5,,,Tom Hanks and Scarlett Johansson,Tom Hanks and Brad Pitt,Tom Hanks and Angelina Jolie,,,1,11468,4.4833,
1083,2,54,10,10,305,1,7,3,3,5,1,,,Pink,Green,Red,,,1,4704,4.4833,
1083,2,54,10,11,305,1,24,2,1,5,,,,34,22,,,,2,5578,4.4833,
1083,2,54,10,12,305,1,23,2,4,5,,,,55,75,,,,1,3469,4.4833,
1083,2,54,10,13,305,1,27,2,2,3,,,,"2GB data per month, $45 per month","4 GB data per month, $49 per month",,,,2,3141,4.4833,
1083,2,54,10,14,305,1,31,2,1,4,,,,18.71,12.35,,,,2,8906,4.4833,
1083,2,54,10,15,305,1,12,2,5,2,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,,,1,5287,4.4833,
1083,2,54,10,16,305,1,30,2,4,3,,,,Samsung,Sony,,,,1,4313,4.4833,
1083,2,54,10,17,305,1,20,2,4,2,,,,Nigeria,Brazil,,,,2,5297,4.4833,
1083,2,54,10,18,305,1,26,3,1,5,4,,,$200 credited to your bank account immediately,$465 credited to your bank account in four years,$315 credited to your bank account in two years,,,1,9203,4.4833,
1083,2,54,10,19,305,1,19,3,3,2,1,,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,2,6838,4.4833,
1083,2,54,10,20,305,1,17,3,4,3,5,,,"Paris, France","Vancouver, Canada","Seattle, United States",,,2,6516,4.4833,
1083,2,54,10,21,305,1,21,4,2,3,4,1,,United States of America,China,Brazil,Canada,,2,5750,4.4833,
1083,2,54,10,22,305,1,11,3,2,1,3,,,Elvis Presley,The Beatles,Michael Jackson,,,1,6172,4.4833,
1083,2,54,10,23,305,1,6,3,3,4,5,,,Apple,Grapefruit,Pineapple,,,3,4156,4.4833,
1083,2,54,10,24,305,1,1,2,2,5,,,,Kevin Spacey,Christian Bale,,,,1,5328,4.4833,
1083,2,54,10,25,305,1,8,3,5,2,1,,,Blue and purple,Black and purple,Black and red,,,2,6156,4.4833,
1083,2,54,10,26,305,1,32,3,5,2,3,,,10,35,35,,,3,18875,4.4833,
1083,2,54,10,27,305,1,13,4,3,5,2,1,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,2,8191,4.4833,
1083,2,54,10,28,305,1,5,3,1,3,5,,,"Mozzarella, tomato sauce, basil","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Mushrooms, green pepper, mozzarella, tomato sauce",,,3,6922,4.4833,
1083,2,54,10,29,305,1,18,3,5,3,1,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,3,4935,4.4833,
1083,2,54,10,30,305,1,14,5,1,4,5,3,2,Who did Bill buy the car to please?,Which man do you wonder when to meet?,With which pen do you wonder what to write?,Where did Bill buy the car to drive?,This is a book which reading would be fun.,5,18266,4.4833,
1083,2,54,10,31,305,1,29,2,2,3,,,,3:15,2:15,,,,1,8281,4.4833,
1083,2,54,10,32,305,1,16,2,5,2,,,,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,,2,8281,4.4833,
1084,2,52,10,1,650,1,19,3,1,2,3,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,2,8796,16.75,
1084,2,52,10,2,650,1,13,2,1,2,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,,1,6939,16.75,
1084,2,52,10,3,650,1,9,4,5,2,3,4,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Catalonia becomes an independent country,Scotland and Quebec become independent countries,,1,21156,16.75,
1084,2,52,10,4,650,1,5,2,2,4,,,,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper",,,,2,6422,16.75,
1084,2,52,10,5,650,1,26,4,3,4,5,2,,$255 credited to your bank account in one year,$315 credited to your bank account in two years,$465 credited to your bank account in four years,$245 credited to your bank account in six months,,4,18703,16.75,
1084,2,52,10,6,650,1,32,3,1,5,4,,,90,10,10,,,1,19485,16.75,
1084,2,52,10,7,650,1,16,4,3,4,1,5,,Possession would be illegal but not criminal; all sales would be a criminal offense,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, without exception",,4,14468,16.75,
1084,2,52,10,8,650,1,7,3,4,3,5,,,Blue,Pink,Green,,,3,31360,16.75,
1084,2,52,10,9,650,1,25,4,4,3,2,5,,3:06,3:15,3:24,2:30,,2,7235,16.75,
1084,2,52,10,10,650,1,24,3,3,2,5,,,19,22,22,,,2,3500,16.75,
1084,2,52,10,11,650,1,23,2,1,2,,,,60,80,,,,1,6250,16.75,
1084,2,52,10,12,650,1,20,4,2,3,4,5,,Brazil,Pakistan,Nigeria,Bangladesh,,1,94891,16.75,
1084,2,52,10,13,650,1,27,3,4,2,1,,,"6GB data per month, $54 per month","2GB data per month, $45 per month","1GB data per month, $35 per month",,,1,6219,16.75,
1084,2,52,10,14,650,1,31,3,2,1,4,,,9.99,18.71,12.35,,,1,6234,16.75,
1084,2,52,10,15,650,1,21,2,3,4,,,,China,Brazil,,,,2,438780,16.75,
1084,2,52,10,16,650,1,6,2,2,3,,,,Orange,Apple,,,,1,4328,16.75,
1084,2,52,10,17,650,1,22,3,3,2,5,,,$15.00,$13.00,$15.00,,,2,120252,16.75,
1084,2,52,10,18,650,1,29,2,5,4,,,,2:45,1:30,,,,2,4906,16.75,
1084,2,52,10,19,650,1,12,4,3,2,5,1,,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,1,10760,16.75,
1084,2,52,10,20,650,1,18,3,4,3,1,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,,,3,13147,16.75,
1084,2,52,10,21,650,1,2,2,2,4,,,,Jody Foster,Amy Adams,,,,1,5468,16.75,
1084,2,52,10,22,650,1,11,3,4,3,2,,,Madonna,Michael Jackson,Elvis Presley,,,2,6579,16.75,
1084,2,52,10,23,650,1,30,4,1,2,5,4,,Sharp,Insignia,Toshiba,Samsung,,4,24172,16.75,
1084,2,52,10,24,650,1,8,2,2,5,,,,Black and purple,Blue and purple,,,,2,9359,16.75,
1084,2,52,10,25,650,1,14,3,2,4,5,,,This is a book which reading would be fun.,Which man do you wonder when to meet?,With which pen do you wonder what to write?,,,1,8109,16.75,
1084,2,52,10,26,650,1,28,4,1,4,3,5,,"3.6/5 stars, $215 per night","4.4/5 stars, $358 per night","4.2/5 stars, $311 per night","4.8/5 stars, $406 per night",,3,16282,16.75,
1084,2,52,10,27,650,1,17,2,3,1,,,,"Vancouver, Canada","Warsaw, Poland",,,,1,8015,16.75,
1084,2,52,10,28,650,1,15,2,3,5,,,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,,,,2,6078,16.75,
1084,2,52,10,29,650,1,3,3,4,5,3,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,2,49532,16.75,
1084,2,52,10,30,650,1,10,4,3,2,4,5,,"Classic Hits (Rock and pop, roughly 1964-1989)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",Country Music,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)",,2,3859,16.75,
1084,2,52,10,31,650,1,1,2,2,3,,,,Kevin Spacey,Morgan Freeman,,,,2,5750,16.75,
1084,2,52,10,32,650,1,4,3,3,2,4,,,Tom Hanks and Brad Pitt,Scarlett Johansson and Brad Pitt,Scarlett Johansson and Angelina Jolie,,,1,8484,16.75,
1085,1,35,10,1,315,1,16,3,5,4,2,,,"Possession and sales would be criminal offenses, without exception","Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,2,60062,18.7167,
1085,1,35,10,2,315,1,9,3,3,1,4,,,Catalonia becomes an independent country,Scotland becomes an independent country,Scotland and Quebec become independent countries,,,2,13547,18.7167,
1085,1,35,10,3,315,1,20,2,4,2,,,,Nigeria,Brazil,,,,2,38828,18.7167,
1085,1,35,10,4,315,1,28,2,4,5,,,,"4.4/5 stars, $358 per night","4.8/5 stars, $406 per night",,,,1,19266,18.7167,
1085,1,35,10,5,315,1,12,3,1,5,4,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,,,1,6500,18.7167,
1085,1,35,10,6,315,1,3,3,4,3,5,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,3,52438,18.7167,
