responseid,set,block,consent,domain,counts,obj1,obj2,obj3,obj4,obj5,obj1_text,obj2_text,obj3_text,obj4_text,obj5_text,choice,expdur,intdur,feedback
96,27,74,1,3,2,1,5,,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,,1,21219,14.95,Totally enjoyed this survey!
96,28,74,1,8,2,5,1,,,,Blue and purple,Black and red,,,,1,8953,14.95,Totally enjoyed this survey!
96,29,74,1,14,3,3,4,2,,,Where did Bill buy the car to drive?,Which man do you wonder when to meet?,This is a book which reading would be fun.,,,3,45053,14.95,Totally enjoyed this survey!
96,30,74,1,29,3,1,5,4,,,1:30,2:45,1:30,,,2,41094,14.95,Totally enjoyed this survey!
96,31,74,1,4,2,3,1,,,,Tom Hanks and Brad Pitt,Tom Hanks and Scarlett Johansson,,,,1,10578,14.95,Totally enjoyed this survey!
96,32,74,1,19,3,3,1,4,,,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,,2,16577,14.95,Totally enjoyed this survey!
98,1,353,1,21,3,2,5,1,,,United States of America,Australia,Canada,,,3,17297,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,2,353,1,9,2,5,3,,,,Either Scotland or Quebec become independent countries,Catalonia becomes an independent country,,,,1,8828,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,3,353,1,12,4,5,1,4,3,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,2,19006,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,4,353,1,7,2,5,1,,,,Green,Red,,,,1,4094,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,5,353,1,14,3,3,1,5,,,Where did Bill buy the car to drive?,Who did Bill buy the car to please?,With which pen do you wonder what to write?,,,1,7250,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,6,353,1,22,3,1,4,2,,,$9.00,$14.00,$13.00,,,3,9532,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,7,353,1,25,3,2,5,4,,,3:24,2:30,3:06,,,1,53234,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,8,353,1,20,3,5,1,4,,,Bangladesh,Indonesia,Nigeria,,,1,10547,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,9,353,1,18,2,4,2,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,,1,4657,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,10,353,1,16,2,1,4,,,,"Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, with a small number of medical exceptions",,,,1,6312,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,11,353,1,8,2,3,1,,,,Black and blue,Black and red,,,,1,3360,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,12,353,1,23,3,1,4,5,,,60,55,75,,,2,5672,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,13,353,1,27,2,3,2,,,,"4 GB data per month, $49 per month","2GB data per month, $45 per month",,,,1,5422,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,14,353,1,31,3,4,2,3,,,12.35,9.99,13.72,,,1,50234,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,15,353,1,6,2,3,5,,,,Apple,Pineapple,,,,1,5766,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,16,353,1,4,4,3,2,5,1,,Tom Hanks and Brad Pitt,Scarlett Johansson and Brad Pitt,Tom Hanks and Angelina Jolie,Tom Hanks and Scarlett Johansson,,2,16734,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,17,353,1,26,4,5,2,3,4,,$465 credited to your bank account in four years,$245 credited to your bank account in six months,$255 credited to your bank account in one year,$315 credited to your bank account in two years,,2,10156,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,18,353,1,24,2,1,3,,,,34,19,,,,2,7219,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,19,353,1,32,2,1,3,,,,90,35,,,,1,6219,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,20,353,1,17,2,2,3,,,,"London, United Kingdom","Vancouver, Canada",,,,1,6000,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,21,353,1,15,4,1,3,2,4,,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,2,7078,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,22,353,1,13,2,2,5,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,,,,1,4359,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,23,353,1,11,5,5,1,2,3,4,Elton John,The Beatles,Elvis Presley,Michael Jackson,Madonna,5,5078,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,24,353,1,10,3,5,2,3,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)","Classic Hits (Rock and pop, roughly 1964-1989)",,,2,7766,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,25,353,1,28,2,3,1,,,,"4.2/5 stars, $311 per night","3.6/5 stars, $215 per night",,,,1,4203,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,26,353,1,3,3,2,3,5,,,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,3,23188,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,27,353,1,2,4,1,2,5,4,,Meryl Streep,Jody Foster,Julianne Moore,Amy Adams,,3,35640,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,28,353,1,29,5,4,5,2,3,1,1:30,2:45,3:15,2:15,1:30,3,31954,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,29,353,1,1,2,3,2,,,,Morgan Freeman,Kevin Spacey,,,,1,5828,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,30,353,1,19,2,1,3,,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,,2,5969,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,31,353,1,5,3,5,2,3,,,"Mushrooms, green pepper, mozzarella, tomato sauce","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce",,,2,22656,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
98,32,353,1,30,4,3,4,2,1,,Sony,Samsung,Insignia,Sharp,,1,7891,7.1167,"This was a fun survey, it had a lot of different questions and I found it fun to complete."
99,1,9,1,19,3,2,5,1,,,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,,,1,16406,12.65,I hope the choices I made don't make me potentially unstable ?
99,2,9,1,2,2,3,2,,,,Kathy Bates,Jody Foster,,,,1,8532,12.65,I hope the choices I made don't make me potentially unstable ?
99,3,9,1,12,3,4,2,1,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/1.png,,,1,14312,12.65,I hope the choices I made don't make me potentially unstable ?
99,4,9,1,27,3,4,1,2,,,"6GB data per month, $54 per month","1GB data per month, $35 per month","2GB data per month, $45 per month",,,2,27641,12.65,I hope the choices I made don't make me potentially unstable ?
99,5,9,1,4,2,4,3,,,,Scarlett Johansson and Angelina Jolie,Tom Hanks and Brad Pitt,,,,1,14609,12.65,I hope the choices I made don't make me potentially unstable ?
99,6,9,1,11,2,4,5,,,,Madonna,Elton John,,,,2,6407,12.65,I hope the choices I made don't make me potentially unstable ?
99,7,9,1,6,3,5,1,3,,,Pineapple,Mango,Apple,,,3,10344,12.65,I hope the choices I made don't make me potentially unstable ?
99,8,9,1,9,4,5,2,3,1,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Catalonia becomes an independent country,Scotland becomes an independent country,,3,41250,12.65,I hope the choices I made don't make me potentially unstable ?
99,9,9,1,13,2,3,1,,,,http://choicestudies.com/img/Surveys/montreal/impressionist/3.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,,,,2,11009,12.65,I hope the choices I made don't make me potentially unstable ?
99,10,9,1,32,2,3,1,,,,35,90,,,,1,37868,12.65,I hope the choices I made don't make me potentially unstable ?
99,11,9,1,15,4,3,2,5,4,,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,3,15284,12.65,I hope the choices I made don't make me potentially unstable ?
99,12,9,1,21,3,3,2,1,,,China,United States of America,Canada,,,3,13048,12.65,I hope the choices I made don't make me potentially unstable ?
99,13,9,1,28,4,3,4,5,1,,"4.2/5 stars, $311 per night","4.4/5 stars, $358 per night","4.8/5 stars, $406 per night","3.6/5 stars, $215 per night",,3,21158,12.65,I hope the choices I made don't make me potentially unstable ?
99,14,9,1,29,4,5,2,4,1,,2:45,3:15,1:30,1:30,,3,58692,12.65,I hope the choices I made don't make me potentially unstable ?
99,15,9,1,14,3,4,1,3,,,Which man do you wonder when to meet?,Who did Bill buy the car to please?,Where did Bill buy the car to drive?,,,2,30597,12.65,I hope the choices I made don't make me potentially unstable ?
99,16,9,1,31,2,3,2,,,,13.72,9.99,,,,2,25190,12.65,I hope the choices I made don't make me potentially unstable ?
99,17,9,1,5,3,3,2,5,,,"Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Mushrooms, green pepper, mozzarella, tomato sauce",,,2,20986,12.65,I hope the choices I made don't make me potentially unstable ?
99,18,9,1,7,4,5,4,1,3,,Green,Blue,Red,Pink,,2,10423,12.65,I hope the choices I made don't make me potentially unstable ?
99,19,9,1,8,3,3,4,2,,,Black and blue,Blue and red,Black and purple,,,1,8235,12.65,I hope the choices I made don't make me potentially unstable ?
99,20,9,1,16,2,5,2,,,,"Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,,2,30737,12.65,I hope the choices I made don't make me potentially unstable ?
99,21,9,1,26,4,4,1,5,3,,$315 credited to your bank account in two years,$200 credited to your bank account immediately,$465 credited to your bank account in four years,$255 credited to your bank account in one year,,3,35034,12.65,I hope the choices I made don't make me potentially unstable ?
99,22,9,1,17,2,3,1,,,,"Vancouver, Canada","Warsaw, Poland",,,,2,10251,12.65,I hope the choices I made don't make me potentially unstable ?
99,23,9,1,10,2,4,2,,,,Country Music,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",,,,2,27580,12.65,I hope the choices I made don't make me potentially unstable ?
99,24,9,1,18,5,3,4,1,2,5,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/4.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,2,17596,12.65,I hope the choices I made don't make me potentially unstable ?
99,25,9,1,20,4,4,3,2,1,,Nigeria,Pakistan,Brazil,Indonesia,,3,11750,12.65,I hope the choices I made don't make me potentially unstable ?
99,26,9,1,22,3,4,1,5,,,$14.00,$9.00,$15.00,,,3,41297,12.65,I hope the choices I made don't make me potentially unstable ?
99,27,9,1,30,3,4,3,2,,,Samsung,Sony,Insignia,,,1,20454,12.65,I hope the choices I made don't make me potentially unstable ?
99,28,9,1,25,4,1,3,2,4,,4:00,3:15,3:24,3:06,,1,37640,12.65,I hope the choices I made don't make me potentially unstable ?
99,29,9,1,24,2,5,3,,,,22,19,,,,2,21703,12.65,I hope the choices I made don't make me potentially unstable ?
99,30,9,1,23,2,2,5,,,,80,75,,,,2,31485,12.65,I hope the choices I made don't make me potentially unstable ?
99,31,9,1,1,3,2,5,4,,,Kevin Spacey,Christian Bale,Leonardo DiCaprio,,,1,8469,12.65,I hope the choices I made don't make me potentially unstable ?
99,32,9,1,3,3,4,2,1,,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Mathilda, a 12-year-old girl, is reluctantly taken in by L&eacute;on, a professional assassin, after her family is murdered. L&eacute;on and Mathilda form an unusual relationship, as she becomes his prot&eacute;g&eacute; and learns the assassin's trade.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",,,2,32547,12.65,I hope the choices I made don't make me potentially unstable ?
100,1,824,1,13,3,2,1,4,,,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/4.jpg,,,2,17281,7.3,
100,2,824,1,1,5,5,4,1,2,3,Christian Bale,Leonardo DiCaprio,Tom Hanks,Kevin Spacey,Morgan Freeman,1,11125,7.3,
100,3,824,1,28,3,3,2,5,,,"4.2/5 stars, $311 per night","3.9/5 stars, $263 per night","4.8/5 stars, $406 per night",,,1,14969,7.3,
100,4,824,1,27,2,5,1,,,,"8GB data per month, $58 per month","1GB data per month, $35 per month",,,,1,4375,7.3,
100,5,824,1,21,2,4,2,,,,Brazil,United States of America,,,,1,7000,7.3,
100,6,824,1,22,3,1,3,4,,,$9.00,$15.00,$14.00,,,3,11593,7.3,
100,7,824,1,25,5,1,2,4,3,5,4:00,3:24,3:06,3:15,2:30,1,10954,7.3,
100,8,824,1,18,3,1,5,3,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/3.png,,,2,11417,7.3,
100,9,824,1,12,2,5,2,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,,,2,6427,7.3,
100,10,824,1,30,4,5,3,2,1,,Toshiba,Sony,Insignia,Sharp,,4,22781,7.3,
100,11,824,1,19,2,5,4,,,,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/4.png,,,,2,21313,7.3,
100,12,824,1,5,3,2,3,1,,,"Pepperoni, mushrooms, green pepper, mozzarella, tomato sauce","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce","Mozzarella, tomato sauce, basil",,,2,10125,7.3,
100,13,824,1,4,2,2,3,,,,Scarlett Johansson and Brad Pitt,Tom Hanks and Brad Pitt,,,,2,6296,7.3,
100,14,824,1,26,3,5,2,3,,,$465 credited to your bank account in four years,$245 credited to your bank account in six months,$255 credited to your bank account in one year,,,2,15704,7.3,
100,15,824,1,8,3,5,1,2,,,Blue and purple,Black and red,Black and purple,,,3,10250,7.3,
100,16,824,1,11,3,1,5,4,,,The Beatles,Elton John,Madonna,,,2,7453,7.3,
100,17,824,1,3,2,1,4,,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,,,,1,17610,7.3,
100,18,824,1,20,3,2,4,3,,,Brazil,Nigeria,Pakistan,,,3,5781,7.3,
100,19,824,1,6,3,1,5,4,,,Mango,Pineapple,Grapefruit,,,1,3953,7.3,
100,20,824,1,17,2,5,2,,,,"Seattle, United States","London, United Kingdom",,,,2,33719,7.3,
100,21,824,1,14,4,5,1,4,3,,With which pen do you wonder what to write?,Who did Bill buy the car to please?,Which man do you wonder when to meet?,Where did Bill buy the car to drive?,,2,22843,7.3,
100,22,824,1,29,2,4,3,,,,1:30,2:15,,,,2,13703,7.3,
100,23,824,1,7,3,3,4,1,,,Pink,Blue,Red,,,2,7375,7.3,
100,24,824,1,24,3,4,5,2,,,7,22,22,,,3,8953,7.3,
100,25,824,1,9,2,1,4,,,,Scotland becomes an independent country,Scotland and Quebec become independent countries,,,,1,10235,7.3,
100,26,824,1,23,3,4,3,5,,,55,70,75,,,3,11953,7.3,
100,27,824,1,2,2,1,4,,,,Meryl Streep,Amy Adams,,,,2,5719,7.3,
100,28,824,1,32,2,2,5,,,,35,10,,,,1,12813,7.3,
100,29,824,1,15,3,4,3,1,,,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,,,3,13273,7.3,
100,30,824,1,16,3,4,5,2,,,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession and sales would be criminal offenses, without exception","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",,,2,23109,7.3,
100,31,824,1,10,3,4,2,1,,,Country Music,"Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",News,,,3,34703,7.3,
100,32,824,1,31,2,5,4,,,,13.46,12.35,,,,2,16109,7.3,
101,1,939,1,25,2,2,4,,,,3:24,3:06,,,,1,24078,14.4333,
101,2,939,1,18,2,1,2,,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,,,,1,7085,14.4333,
101,3,939,1,4,2,2,4,,,,Scarlett Johansson and Brad Pitt,Scarlett Johansson and Angelina Jolie,,,,2,8469,14.4333,
101,4,939,1,3,3,1,5,3,,,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",,,1,20594,14.4333,
101,5,939,1,6,4,1,4,3,2,,Mango,Grapefruit,Apple,Orange,,4,5094,14.4333,
101,6,939,1,22,3,2,1,3,,,$13.00,$9.00,$15.00,,,1,19157,14.4333,
101,7,939,1,7,2,3,2,,,,Pink,Purple,,,,1,4312,14.4333,
101,8,939,1,15,3,1,5,4,,,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,,,2,7500,14.4333,
101,9,939,1,24,2,1,4,,,,34,7,,,,2,8671,14.4333,
101,10,939,1,21,3,1,3,4,,,Canada,China,Brazil,,,1,5547,14.4333,
101,11,939,1,9,4,2,1,3,5,,Either Catalonia or Quebec become independent countries,Scotland becomes an independent country,Catalonia becomes an independent country,Either Scotland or Quebec become independent countries,,2,16094,14.4333,
101,12,939,1,1,4,3,2,5,4,,Morgan Freeman,Kevin Spacey,Christian Bale,Leonardo DiCaprio,,1,9485,14.4333,
101,13,939,1,26,2,4,1,,,,$315 credited to your bank account in two years,$200 credited to your bank account immediately,,,,2,11593,14.4333,
101,14,939,1,23,2,4,1,,,,55,60,,,,1,16516,14.4333,
101,15,939,1,14,3,1,2,4,,,Who did Bill buy the car to please?,This is a book which reading would be fun.,Which man do you wonder when to meet?,,,1,24500,14.4333,
101,16,939,1,12,2,2,3,,,,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,,,,2,5859,14.4333,
101,17,939,1,30,3,2,4,3,,,Insignia,Samsung,Sony,,,2,17782,14.4333,
101,18,939,1,28,4,2,3,5,1,,"3.9/5 stars, $263 per night","4.2/5 stars, $311 per night","4.8/5 stars, $406 per night","3.6/5 stars, $215 per night",,1,19375,14.4333,
101,19,939,1,17,2,1,5,,,,"Warsaw, Poland","Seattle, United States",,,,1,6625,14.4333,
101,20,939,1,10,4,1,5,3,4,,News,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)","Classic Hits (Rock and pop, roughly 1964-1989)",Country Music,,4,10015,14.4333,
101,21,939,1,29,2,4,5,,,,1:30,2:45,,,,2,18063,14.4333,
101,22,939,1,31,3,5,2,4,,,13.46,9.99,12.35,,,2,134582,14.4333,
101,23,939,1,13,3,1,5,2,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,1,7016,14.4333,
101,24,939,1,2,4,2,3,4,1,,Jody Foster,Kathy Bates,Amy Adams,Meryl Streep,,3,166215,14.4333,
101,25,939,1,8,3,2,1,5,,,Black and purple,Black and red,Blue and purple,,,1,6984,14.4333,
101,26,939,1,20,4,5,1,3,2,,Bangladesh,Indonesia,Pakistan,Brazil,,3,7234,14.4333,
101,27,939,1,27,4,3,4,1,5,,"4 GB data per month, $49 per month","6GB data per month, $54 per month","1GB data per month, $35 per month","8GB data per month, $58 per month",,2,13719,14.4333,
101,28,939,1,32,4,3,2,5,1,,35,35,10,90,,3,149063,14.4333,
101,29,939,1,5,2,4,5,,,,"Bacon, white onion, mozzarella, parmesan, fresh cream, tomato sauce, ground pepper","Mushrooms, green pepper, mozzarella, tomato sauce",,,,1,15672,14.4333,
101,30,939,1,19,2,5,2,,,,http://choicestudies.com/img/Surveys/montreal/triangles/5.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,,,,1,6921,14.4333,
101,31,939,1,11,3,2,1,4,,,Elvis Presley,The Beatles,Madonna,,,1,53579,14.4333,
101,32,939,1,16,4,4,1,5,3,,"Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both legal; sales to minors would be a criminal offence","Possession and sales would be criminal offenses, without exception",Possession would be illegal but not criminal; all sales would be a criminal offense,,4,16515,14.4333,
102,1,762,1,18,3,1,2,5,,,http://choicestudies.com/img/Surveys/montreal/scatterplot/1.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/2.png,http://choicestudies.com/img/Surveys/montreal/scatterplot/5.png,,,2,12516,11.2833,
102,2,762,1,27,3,3,5,1,,,"4 GB data per month, $49 per month","8GB data per month, $58 per month","1GB data per month, $35 per month",,,2,16125,11.2833,
102,3,762,1,24,3,2,1,4,,,22,34,7,,,3,19719,11.2833,
102,4,762,1,12,4,3,4,5,2,,http://choicestudies.com/img/Surveys/montreal/aboriginal/3.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/4.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/5.png,http://choicestudies.com/img/Surveys/montreal/aboriginal/2.png,,4,10282,11.2833,
102,5,762,1,29,3,5,4,3,,,2:45,1:30,2:15,,,1,42016,11.2833,
102,6,762,1,19,3,1,2,3,,,http://choicestudies.com/img/Surveys/montreal/triangles/1.png,http://choicestudies.com/img/Surveys/montreal/triangles/2.png,http://choicestudies.com/img/Surveys/montreal/triangles/3.png,,,1,23800,11.2833,
102,7,762,1,20,3,4,5,1,,,Nigeria,Bangladesh,Indonesia,,,3,23484,11.2833,
102,8,762,1,26,3,3,2,1,,,$255 credited to your bank account in one year,$245 credited to your bank account in six months,$200 credited to your bank account immediately,,,2,22172,11.2833,
102,9,762,1,15,5,3,4,5,1,2,http://choicestudies.com/img/Surveys/montreal/travel/3.jpg,http://choicestudies.com/img/Surveys/montreal/travel/4.jpg,http://choicestudies.com/img/Surveys/montreal/travel/5.jpg,http://choicestudies.com/img/Surveys/montreal/travel/1.jpg,http://choicestudies.com/img/Surveys/montreal/travel/2.jpg,4,33098,11.2833,
102,10,762,1,11,4,3,4,5,1,,Michael Jackson,Madonna,Elton John,The Beatles,,3,7516,11.2833,
102,11,762,1,8,4,4,3,5,1,,Blue and red,Black and blue,Blue and purple,Black and red,,4,9968,11.2833,
102,12,762,1,13,3,1,5,2,,,http://choicestudies.com/img/Surveys/montreal/impressionist/1.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/5.jpg,http://choicestudies.com/img/Surveys/montreal/impressionist/2.jpg,,,1,7032,11.2833,
102,13,762,1,10,3,5,2,1,,,"Adult Contemporary, or AC (Adult-oriented pop/rock with no hard rock.)","Hot Adult Contemporary, or Hot AC (A variety of classic and contemporary mainstream music geared towards adults.)",News,,,2,30938,11.2833,
102,14,762,1,3,3,3,1,5,,,"The lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","Identical twins, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,1,28094,11.2833,
102,15,762,1,23,3,2,3,4,,,80,70,55,,,2,48812,11.2833,
102,16,762,1,5,2,1,3,,,,"Mozzarella, tomato sauce, basil","Red onion, tomato sauce, feta, mozzarella, olive oil, Greek spices, tomato sauce",,,,1,11672,11.2833,
102,17,762,1,9,3,5,2,4,,,Either Scotland or Quebec become independent countries,Either Catalonia or Quebec become independent countries,Scotland and Quebec become independent countries,,,2,29188,11.2833,
102,18,762,1,30,2,1,4,,,,Sharp,Samsung,,,,2,20937,11.2833,
102,19,762,1,1,3,4,1,3,,,Leonardo DiCaprio,Tom Hanks,Morgan Freeman,,,3,5750,11.2833,
102,20,762,1,28,3,2,5,4,,,"3.9/5 stars, $263 per night","4.8/5 stars, $406 per night","4.4/5 stars, $358 per night",,,1,15781,11.2833,
102,21,762,1,32,4,2,1,4,5,,35,90,10,10,,1,33516,11.2833,
102,22,762,1,7,3,2,4,1,,,Purple,Blue,Red,,,3,5843,11.2833,
102,23,762,1,16,4,5,4,2,3,,"Possession and sales would be criminal offenses, without exception","Possession and sales would be criminal offenses, with a small number of medical exceptions","Possession by, and sales to, adults would be both illegal but neither would be a criminal offense; sales to minors would be a criminal offence",Possession would be illegal but not criminal; all sales would be a criminal offense,,3,25906,11.2833,
102,24,762,1,31,3,3,4,1,,,13.72,12.35,18.71,,,2,32922,11.2833,
102,25,762,1,21,2,1,5,,,,Canada,Australia,,,,1,8391,11.2833,
102,26,762,1,6,3,5,4,2,,,Pineapple,Grapefruit,Orange,,,1,5453,11.2833,
102,27,762,1,22,5,3,5,1,4,2,$15.00,$15.00,$9.00,$14.00,$13.00,4,39515,11.2833,
102,28,762,1,17,3,2,1,4,,,"London, United Kingdom","Warsaw, Poland","Paris, France",,,2,36454,11.2833,
102,29,762,1,14,2,4,3,,,,Which man do you wonder when to meet?,Where did Bill buy the car to drive?,,,,2,10250,11.2833,
